AADFYear,CP,Estimation_method,Estimation_method_detailed,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_km,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2013","47526","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A1058","PA","426100","565930","A167(M)","A188","2.10","1.30000000000000000","114","235","39677","617","5530","399","96","50","13","73","47","679","46738"
"2013","47527","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A1058","PA","436000","570170","A192","A193","1.20",".75000000000000000","64","58","11981","43","1647","97","15","10","1","2","1","126","13855"
"2013","47545","Estimated","Estimated using previous year's AADF on this link","North East","Redcar and Cleveland","A1085","PA","460000","524700","A1042","Station Close","3.20","1.99000000000000000","128","76","10523","141","1381","86","19","12","3","6","4","129","12249"
"2013","47553","Counted","Manual count","North East","North Tyneside","A1108","PA","434170","569000","A193","A1058",".90",".56000000000000000","80","108","19377","197","2264","87","16","5","2","3","3","114","22061"
"2013","47562","Estimated","Estimated using previous year's AADF on this link","North East","Middlesbrough","A1130","PA","447600","517200","A1130 Levick Crescent","A1032",".90",".56000000000000000","77","42","9327","188","1027","30","12","39","1","2","4","86","10670"
"2013","47583","Counted","Manual count","North East","Sunderland","A1231","PA","435000","557500","A19(T)","A1290","3.90","2.42000000000000000","10","142","32038","108","4814","537","98","134","36","101","267","1173","38276"
"2013","47814","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A6072","PA","421357","529000","A688","A689","1.10",".68000000000000000","34","58","11892","38","1636","147","26","21","2","8","7","210","13833"
"2013","47816","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A6079","PA","392040","570000","A69","A68","11.10","6.90000000000000000","2","20","2827","117","643","71","37","13","5","7","38","171","3778"
"2013","47820","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A189","PA","424240","564000","Westmorland Rd","A186 Westgate Rd",".30",".19000000000000000","126","236","19424","256","2475","324","67","12","6","10","8","427","22818"
"2013","47829","Estimated","Estimated using previous year's AADF on this link","North East","Gateshead","A184","PA","428000","562340","A167","B1426","3.20","1.99000000000000000","98","189","29272","89","4884","739","139","114","30","121","116","1258","35692"
"2013","47880","Counted","Manual count","North East","Stockton-on-Tees","A66","TA","445325","518120","A1045/A1130","A1130",".90",".56000000000000000","0","131","44890","219","5948","735","248","202","92","233","803","2313","53501"
"2013","48059","Counted","Manual count","North East","Stockton-on-Tees","A689","PA","445000","526000","A19(T)","A689 Wolviston Roundabout",".90",".56000000000000000","21","82","23498","134","3834","679","193","258","117","619","685","2551","30100"
"2013","48075","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A1","TA","401082","648000","B6525","A1167","2.00","1.24000000000000000","8","103","9707","122","1742","372","57","69","41","267","390","1195","12870"
"2013","48097","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A1","TA","398950","654650","A6105","A1167",".90",".56000000000000000","3","94","8798","96","1524","199","73","47","59","340","537","1257","11768"
"2013","48102","Estimated","Estimated using previous year's AADF on this link","North East","Hartlepool","A179","PA","447684","535000","LA Boundary","Bamburgh Road roundabout","4.00","2.49000000000000000","7","56","12218","39","1770","247","101","100","13","120","136","716","14799"
"2013","48199","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A688","PA","412700","520590","B6279","B6274",".90",".56000000000000000","21","53","7277","83","1184","257","55","58","16","15","24","426","9023"
"2013","48202","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A1171","PA","426000","576690","Lancastrian Rd","A1172","1.40",".87000000000000000","25","25","8532","59","903","105","19","4","4","17","2","150","9670"
"2013","48204","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A1018","PA","439331","559000","A1290","B1291","1.50",".93000000000000000","101","66","10071","341","783","103","20","19","2","7","5","155","11417"
"2013","48206","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A693","PA","419000","552470","B6313","A6076","1.20",".75000000000000000","23","121","19466","534","4124","244","44","74","9","38","45","454","24699"
"2013","48207","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A1086","PA","441850","542830","B1432 roundabout","A19","1.10",".68000000000000000","0","29","5742","39","1286","119","46","26","48","54","37","331","7427"
"2013","48274","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A6105","PA","398581","654000","A1(T)","Castle Drive",".80",".50000000000000000","0","4","1424","12","162","17","2","0","1","0","0","21","1622"
"2013","48323","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A1231","PA","428750","556600","B1288","slips from Blackfen Rd","1.20",".75000000000000000","20","219","25576","75","4970","630","129","89","55","253","453","1609","32449"
"2013","48325","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A1130","PA","445205","518300","Railway Terrace","Westbury Street Roundabout",".30",".19000000000000000","106","72","11613","322","2109","120","23","10","2","8","9","171","14287"
"2013","48414","Estimated","Estimated using previous year's AADF on this link","North East","Gateshead","A1(M)","TM","428270","556550","65 Midpoint","A1/A1231 Spur",".70",".43000000000000000","0","138","50567","266","8737","1116","320","519","163","1047","1288","4453","64161"
"2013","48415","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A186","PA","425000","564080","B1307","A167(M)",".40",".25000000000000000","79","104","21261","72","3227","289","61","54","7","15","28","453","25117"
"2013","48569","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A692","PA","415000","553375","A693","LA Boundary","6.50","4.04000000000000000","13","35","6755","81","1657","157","25","18","5","11","19","234","8763"
"2013","48570","Estimated","Estimated from nearby links","North East","Northumberland","A1","TA","423175","574850","A19 mid-junction","A19 slip",".40",".25000000000000000","49","194","24096","165","3401","466","116","87","77","162","793","1702","29559"
"2013","48676","Estimated","Estimated using previous year's AADF on this link","North East","Darlington","A6072","PA","425000","522843","A68","LA Boundary","5.60","3.48000000000000000","27","69","9314","79","1782","223","48","67","9","79","51","477","11720"
"2013","48684","Estimated","Estimated using previous year's AADF on this link","North East","Redcar and Cleveland","A1053","PA","455550","520960","A1085","A66",".40",".25000000000000000","32","163","17362","166","2858","289","103","256","27","464","567","1705","22254"
"2013","48695","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A695","PA","405000","561148","LA Boundary","A68","10.40","6.46000000000000000","7","35","5778","116","1045","129","40","112","6","17","60","364","7338"
"2013","48706","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A1056","PA","424190","571520","B1318S","LA Boundary",".40",".25000000000000000","184","123","24295","308","3526","330","74","67","19","125","116","731","28983"
"2013","48707","Counted","Manual count","North East","Newcastle upon Tyne","A1","TA","421000","567500","B6324/A167  STAMFORDHAM ROAD","A696/A167","1.40",".87000000000000000","0","360","70841","167","10378","1129","279","328","101","223","1309","3370","85115"
"2013","56060","Counted","Manual count","North East","Gateshead","A1(M)","TM","428370","554843","64/A195","65 midpoint","1.60",".99000000000000000","0","341","61442","293","11371","1430","432","466","282","528","2661","5799","79247"
"2013","56213","Counted","Manual count","North East","Sunderland","A19","TA","435000","556000","A183","A1231","2.20","1.37000000000000000","0","438","64886","238","10649","1187","244","388","128","337","1921","4205","80416"
"2013","56239","Counted","Manual count","North East","Middlesbrough","A19","TA","447300","518000","A1130 / A1032","A66","1.70","1.06000000000000000","0","261","73005","293","11479","1126","446","320","114","335","2183","4525","89563"
"2013","56243","Counted","Manual count","North East","Durham","A19","TA","444000","535000","A179 / B1280","A181","5.50","3.42000000000000000","0","183","40262","143","6718","1136","238","234","101","700","1819","4228","51534"
"2013","56333","Estimated","Estimated using previous year's AADF on this link","North East","Darlington","A1150","PA","430000","517100","B6279","A167","2.40","1.49000000000000000","45","94","12365","231","2500","387","211","270","23","98","189","1178","16367"
"2013","56510","Counted","Manual count","North East","Gateshead","A1","TA","423900","560000","A67","A692","5.00","3.11000000000000000","0","576","73388","262","12449","1595","407","618","172","458","2336","5586","92261"
"2013","56568","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A192","PA","430150","575620","A190","A1061","4.00","2.49000000000000000","122","97","10326","78","1503","95","9","32","2","7","11","156","12160"
"2013","56594","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A186","PA","429070","568000","A1058","Hotspur Rd","1.30",".81000000000000000","44","44","14122","120","2293","234","27","22","5","6","9","303","16881"
"2013","56622","Counted","Manual count","North East","Darlington","A68","PA","426000","518900","A1(M)","A6072","2.90","1.80000000000000000","9","75","12806","195","2178","278","57","50","34","177","141","737","15991"
"2013","56633","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A67","PA","410500","516650","A688","LA Boundary","14.60","9.07000000000000000","5","23","3653","52","647","78","18","23","3","4","16","142","4516"
"2013","56639","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A69","PA","419800","563900","A1","A695",".40",".25000000000000000","167","255","27463","282","4414","774","114","294","27","95","89","1394","33807"
"2013","56640","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A66","TA","390000","512300","LA Boundary","A67","10.20","6.34000000000000000","0","23","8321","122","1818","417","92","50","69","649","1209","2486","12770"
"2013","56646","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A68","PA","380000","600000","A696(T)","LA Boundary","21.70","13.48000000000000000","0","159","2543","69","464","62","6","1","8","46","57","179","3414"
"2013","56647","Estimated","Estimated using previous year's AADF on this link","North East","Darlington","A167","PA","428000","512803","A66(T)","Parkside",".90",".56000000000000000","39","92","12676","268","1786","161","29","37","11","40","47","325","15147"
"2013","56653","Counted","Manual count","North East","Darlington","A68","PA","427500","516000","B6279","roundabout at edge of town","2.40","1.49000000000000000","69","105","13744","330","1718","274","26","50","15","29","18","412","16309"
"2013","56703","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A167","PA","428800","525000","A1(M)","A689","8.10","5.03000000000000000","46","81","11707","49","1882","380","88","62","37","129","110","806","14525"
"2013","56715","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A177","PA","430000","539300","A1(M)","A1","4.50","2.80000000000000000","52","52","7744","131","1246","122","25","5","2","7","9","170","9342"
"2013","56716","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A167","PA","427950","535000","A688","B6288","2.90","1.80000000000000000","14","89","10680","130","1866","337","75","118","18","88","112","747","13513"
"2013","56721","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A187","PA","432000","566365","A193 Wagonway","A187 split","3.00","1.86000000000000000","103","52","4945","23","1577","276","70","137","6","27","27","543","7141"
"2013","56733","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A197","PA","420000","585400","B6524","A192",".90",".56000000000000000","86","102","15076","231","2722","173","51","63","7","26","46","366","18496"
"2013","56741","Counted","Manual count","North East","Northumberland","A192","PA","424228","580000","A1068","A1068","1.40",".87000000000000000","15","15","9789","195","1180","105","14","28","4","9","37","198","11377"
"2013","56743","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A167","PA","426400","540000","A177","Park House Rd","1.20",".75000000000000000","19","55","12058","196","1707","251","50","48","14","65","76","503","14520"
"2013","56750","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A178","PA","450520","521970","A1046","A1185","2.50","1.55000000000000000","71","53","7263","51","1466","214","57","190","1","12","12","486","9320"
"2013","56761","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A182","PA","429356","557431","A1290","A194(M)",".60",".37000000000000000","7","39","12806","201","2884","249","50","63","6","61","53","482","16412"
"2013","56762","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A191","PA","425000","567990","B1318","A189","1.20",".75000000000000000","206","64","11107","244","1380","114","15","3","3","1","3","139","12933"
"2013","56764","Counted","Manual count","North East","Stockton-on-Tees","A174","PA","446000","515020","A1044 Thornaby Road","LA Boundary","1.00",".62000000000000000","1","36","14854","59","1920","296","89","36","31","118","68","636","17505"
"2013","56768","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A193","PA","428000","565500","A188","LA Boundary","2.10","1.30000000000000000","135","90","9542","448","1604","205","18","23","2","1","11","260","11942"
"2013","56770","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A177","PA","444000","520540","A1305","A1027","1.80","1.12000000000000000","18","53","10596","102","1709","99","24","25","4","14","13","178","12639"
"2013","56772","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A192","PA","420400","585000","A196","A197","1.00",".62000000000000000","26","60","10880","55","1564","109","25","10","6","4","6","159","12719"
"2013","56778","Counted","Manual count","North East","Sunderland","A195","PA","431000","558657","A1290","Stephenson Rd","1.50",".93000000000000000","63","49","5914","29","995","143","31","38","7","43","47","309","7296"
"2013","56780","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A189","PA","425679","569000","West Farm Avenue","A188","1.80","1.12000000000000000","232","96","11896","22","1296","104","25","4","9","3","5","151","13460"
"2013","56782","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A192","PA","419000","586872","Leslies View, Morpeth","A1","1.20",".75000000000000000","21","28","7356","83","975","118","8","8","5","5","10","154","8596"
"2013","56788","Estimated","Estimated using previous year's AADF on this link","North East","South Tyneside","A194","PA","435000","564510","A1300","A185","1.50",".93000000000000000","32","75","19082","116","3290","445","124","111","21","264","180","1145","23707"
"2013","56912","Estimated","Estimated using previous year's AADF on this link","North East","South Tyneside","A1300","PA","439450","564980","A1018","B1301 Marsden Lane","2.30","1.43000000000000000","33","39","5422","341","829","47","49","275","2","3","4","378","7009"
"2013","56921","Estimated","Estimated using previous year's AADF on this link","North East","Middlesbrough","A1032","PA","448760","516000","A174(T)","A1130","2.30","1.43000000000000000","90","64","14266","409","1665","82","20","4","2","2","3","112","16516"
"2013","56930","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A695","PA","424000","563407","A69","A189","4.50","2.80000000000000000","160","145","13452","534","2940","275","85","119","3","16","30","528","17600"
"2013","56947","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A1171","PA","425820","577565","A1172","Crowhall Rd","1.50",".93000000000000000","18","84","9887","61","1060","84","11","9","1","6","5","115","11207"
"2013","57017","Counted","Manual count","North East","Newcastle upon Tyne","A167","PA","423520","565910","A167(M)","A189","1.70","1.06000000000000000","4","181","36829","565","4482","316","55","40","15","33","79","538","42595"
"2013","57022","Estimated","Estimated using previous year's AADF on this link","North East","Gateshead","A184","PA","429000","561770","B1426","A195 Kirkwood Gdns","1.20",".75000000000000000","67","177","30709","421","4790","651","114","148","34","154","148","1250","37348"
"2013","57045","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A69","TA","395000","565097","A6079","A68","4.60","2.86000000000000000","0","65","17519","87","3420","481","126","108","95","454","588","1852","22943"
"2013","57112","Counted","Manual count","North East","Stockton-on-Tees","A19","TA","444200","525000","A1027 / A5027","A689","4.00","2.49000000000000000","1","251","53941","188","10223","1292","410","473","149","401","3155","5879","70483"
"2013","57423","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A698","PA","388769","643344","A697","B6470","10.10","6.28000000000000000","5","2","1692","32","426","74","19","2","8","17","35","155","2307"
"2013","57432","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A1167","PA","399416","652320","B6354 Etal Rd","A698",".70",".43000000000000000","38","127","12568","371","1929","93","35","15","2","6","15","165","15162"
"2013","57441","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A1044","PA","445700","514000","Allison Ave","A174","1.30",".81000000000000000","43","47","6470","18","1008","116","26","15","2","20","19","198","7740"
"2013","57445","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A68","PA","398747","567822","B6529 (A69)","B6318","3.60","2.24000000000000000","4","58","2693","41","546","73","26","51","10","42","36","239","3576"
"2013","57451","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A1171","PA","426198","574842","A19(T)","B1319",".20",".12000000000000000","157","93","12616","391","859","96","34","42","3","56","30","263","14222"
"2013","57458","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A690","PA","433807","549174","B1284","A1052","1.10",".68000000000000000","10","182","22216","138","3302","334","48","169","35","130","88","804","26643"
"2013","57459","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A183","PA","437093","555915","Pennywell Rd","B1405","1.90","1.18000000000000000","20","56","14177","518","1725","189","26","10","5","5","10","244","16721"
"2013","57462","Counted","Manual count","North East","Durham","A691","PA","416618","547659","A6076","B6296",".70",".43000000000000000","2","39","12354","44","2076","196","52","57","45","75","73","499","15013"
"2013","57477","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A689","PA","415000","535290","A68","A690","2.80","1.74000000000000000","6","30","3008","33","770","69","15","9","1","4","6","104","3944"
"2013","57511","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A1018","PA","439074","560000","B1291","A184",".80",".50000000000000000","148","52","12847","334","2184","192","18","30","5","13","11","268","15686"
"2013","57521","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A688","PA","411830","520000","A67","B6279","7.80","4.85000000000000000","10","70","5212","99","1250","129","44","35","3","6","17","234","6866"
"2013","57522","Counted","Manual count","North East","Durham","A688","PA","427000","533880","B6288 roundabout","A167","1.60",".99000000000000000","16","60","12956","130","2355","434","86","130","77","173","120","1020","16521"
"2013","57527","Counted","Manual count","North East","Durham","A690","PA","431112","545000","A1(M)","LA Boundary","3.60","2.24000000000000000","14","95","22326","182","3805","317","68","146","76","144","199","950","27357"
"2013","57529","Estimated","Estimated using previous year's AADF on this link","North East","Gateshead","A692","PA","422730","560050","A6076","Alwinton Gardens","3.10","1.93000000000000000","10","99","8670","116","1943","197","48","19","5","37","36","342","11169"
"2013","57533","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A1068","PA","425440","584000","Corchester Rd, Bedlington","A196","2.70","1.68000000000000000","43","36","9106","139","1478","72","31","18","2","2","4","129","10889"
"2013","57543","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A1086","PA","445200","540000","LA Boundary","Road to Eastfield, Peterlee","5.10","3.17000000000000000","26","92","8584","143","1067","103","14","5","5","4","4","134","10020"
"2013","57544","Estimated","Estimated using previous year's AADF on this link","North East","Redcar and Cleveland","A1085","PA","453000","519700","LA Boundary","Normanby Rd","1.20",".75000000000000000","156","50","11673","114","1901","84","23","21","2","5","5","139","13877"
"2013","57547","Estimated","Estimated using previous year's AADF on this link","North East","South Tyneside","A1018","PA","437000","565890","A1300","Dean Rd","1.70","1.06000000000000000","106","74","14335","500","1529","102","11","1","0","1","2","117","16555"
"2013","57563","Estimated","Estimated using previous year's AADF on this link","North East","Redcar and Cleveland","A1053","TA","456200","520000","A174 roundabout","A1085 roundabout","2.00","1.24000000000000000","13","91","11645","84","2374","203","123","175","13","280","458","1252","15445"
"2013","57584","Counted","Manual count","North East","Sunderland","A1231","PA","438169","558000","B1405","A1290",".80",".50000000000000000","198","172","24801","304","3772","388","52","107","21","32","128","728","29777"
"2013","57608","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A1149","PA","435180","568100","A187","A193",".50",".31000000000000000","64","16","6760","17","989","89","13","35","1","0","0","137","7919"
"2013","57620","Counted","Manual count","North East","Sunderland","A1231","PA","430000","556595","A182","A195","1.80","1.12000000000000000","4","149","31888","89","3899","688","114","74","52","463","296","1687","37713"
"2013","57680","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A1018","PA","440000","557760","A1018 North Bridge St","A183",".50",".31000000000000000","114","174","17941","18","2184","195","22","33","1","7","4","261","20579"
"2013","57685","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A692","PA","412000","551230","A691","B6309","1.40",".87000000000000000","8","40","15877","86","2762","307","108","55","34","64","77","646","19411"
"2013","57818","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A189","PA","423130","565910","Fenham Hall Drive","A167",".60",".37000000000000000","142","102","8590","344","1026","58","15","6","3","4","0","86","10149"
"2013","57829","Counted","Manual count","North East","Gateshead","A184","PA","425552","563000","B1426","A167",".50",".31000000000000000","6","62","7571","55","1550","206","30","19","12","9","25","300","9538"
"2013","57836","Counted","Manual count","North East","Newcastle upon Tyne","A167","PA","422036","566487","A191","A696",".70",".43000000000000000","59","87","20983","440","2365","147","29","31","9","15","4","235","24111"
"2013","57894","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A189","PA","427940","590000","A197","A1068","3.10","1.93000000000000000","6","83","6556","44","927","158","40","98","2","35","197","531","8140"
"2013","57973","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A68","PA","403000","562672","A695","A69","2.40","1.49000000000000000","3","50","6518","50","1194","169","39","64","18","69","108","467","8279"
"2013","58105","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A1068","PA","424470","578000","A1172","A192","1.90","1.18000000000000000","29","120","9953","159","2106","168","65","87","38","94","184","637","12974"
"2013","58151","Counted","Manual count","North East","Gateshead","A167","PA","425330","563760","A184","LA Boundary",".40",".25000000000000000","308","360","48285","943","6774","705","122","73","36","47","154","1137","57499"
"2013","58152","Estimated","Estimated using previous year's AADF on this link","North East","South Tyneside","A184","PA","434000","560940","A19","B1298 Abingdon Way",".50",".31000000000000000","17","201","18440","61","2988","253","50","69","7","61","38","477","22168"
"2013","58189","Estimated","Estimated using previous year's AADF on this link","North East","Gateshead","A6076","PA","421045","558000","LA Boundary","A692","2.20","1.37000000000000000","15","29","5986","75","1062","96","25","45","2","10","4","181","7333"
"2013","58207","Estimated","Estimated using previous year's AADF on this link","North East","Hartlepool","A179","PA","450000","534110","A1086/A1049","A1048","2.30","1.43000000000000000","49","59","12981","91","2135","195","65","39","9","41","68","416","15682"
"2013","58219","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A197","PA","428007","588213","A196","A189","2.10","1.30000000000000000","45","42","10572","36","1056","84","17","18","2","13","16","150","11856"
"2013","58241","Estimated","Estimated using previous year's AADF on this link","North East","South Tyneside","A194","PA","435520","565000","A185","A183","2.80","1.74000000000000000","476","365","51648","412","8136","970","260","254","59","378","397","2318","62880"
"2013","58299","Estimated","Estimated using previous year's AADF on this link","North East","Redcar and Cleveland","A173","PA","458231","515000","LA Boundary","A171","4.30","2.67000000000000000","33","52","4932","72","901","99","27","13","2","10","10","160","6118"
"2013","58313","Counted","Manual count","North East","Sunderland","A1231","PA","439242","556739","A183","A690",".20",".12000000000000000","20","92","20600","306","2391","353","59","27","0","3","31","473","23863"
"2013","58318","Estimated","Estimated using previous year's AADF on this link","North East","South Tyneside","A1018","PA","436929","566181","Sunderland Rd","Imeary St",".70",".43000000000000000","52","33","8786","374","1021","74","6","6","2","3","0","91","10305"
"2013","58330","Counted","Manual count","North East","North Tyneside","A1056","PA","425000","571860","B1318N","A189","2.00","1.24000000000000000","54","124","20876","39","2871","368","66","42","28","82","127","713","24623"
"2013","58357","Counted","Manual count","North East","Middlesbrough","A66","PA","449600","520600","A66","A172","1.10",".68000000000000000","1","228","49478","629","7814","1141","291","377","191","405","1386","3791","61940"
"2013","58382","Estimated","Estimated using previous year's AADF on this link","North East","Middlesbrough","A174","TA","450000","515500","A1032","A172","2.30","1.43000000000000000","4","235","29440","61","4730","462","161","168","75","384","431","1681","36148"
"2013","58385","Counted","Manual count","North East","North Tyneside","A1","TA","423540","573080","LA Boundary","A19 slips","2.20","1.37000000000000000","2","122","45946","464","6614","993","73","170","53","1343","253","2885","56030"
"2013","60062","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A688","PA","421310","528320","A688","A6072N","1.40",".87000000000000000","13","50","10603","118","2468","305","89","86","8","46","53","586","13826"
"2013","60064","Estimated","Estimated using previous year's AADF on this link","North East","Gateshead","A1114","PA","422000","562720","A1114 spur","A694","4.20","2.61000000000000000","123","92","10661","2013","1596","203","21","16","2","3","16","261","14623"
"2013","60065","Estimated","Estimated using previous year's AADF on this link","North East","Gateshead","A694","PA","420140","563000","A694","A1114",".40",".25000000000000000","21","77","19947","95","3594","688","124","239","13","152","195","1411","25124"
"2013","60066","Estimated","Estimated using previous year's AADF on this link","North East","Gateshead","A184","PA","423600","561650","A1","A1114",".80",".50000000000000000","28","339","36226","170","5664","649","147","96","38","169","193","1292","43691"
"2013","60067","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A187","PA","433230","566750","A187 Howdon Pans split","A187 E Howdon split",".60",".37000000000000000","54","157","6565","125","1656","288","91","234","13","40","62","729","9232"
"2013","60068","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A187","PA","433380","567150","A187 split","A193",".70",".43000000000000000","101","151","9081","67","1632","232","85","314","18","104","124","877","11808"
"2013","60069","Counted","Manual count","North East","Durham","A19","TA","440550","548000","A182","A1018","3.40","2.11000000000000000","0","144","39330","170","6692","1312","184","240","203","683","1429","4050","50386"
"2013","60070","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A182","PA","442000","547080","A19","A182","3.30","2.05000000000000000","25","39","6041","33","875","111","18","65","11","98","171","473","7461"
"2013","60072","Counted","Manual count","North East","Hartlepool","A179","PA","451000","533540","A1048","B1277",".70",".43000000000000000","76","97","17966","258","2249","245","76","68","12","43","195","640","21210"
"2013","60073","Counted","Manual count","North East","Hartlepool","A179","PA","451100","533000","A689","B1277",".80",".50000000000000000","23","118","26500","507","2708","303","75","61","38","101","170","749","30582"
"2013","60074","Estimated","Estimated using previous year's AADF on this link","North East","Redcar and Cleveland","A171","PA","461000","516670","A173S","A173N","3.90","2.42000000000000000","17","79","9948","113","1759","254","64","54","4","31","44","451","12351"
"2013","60075","Estimated","Estimated using previous year's AADF on this link","North East","Redcar and Cleveland","A171","PA","471000","511820","LA Boundary","A173","15.10","9.38000000000000000","8","84","7660","111","1364","212","47","31","12","53","49","404","9622"
"2013","60084","Counted","Manual count","North East","Middlesbrough","A1085","PA","450560","519274","A172","A66",".40",".25000000000000000","369","79","19279","149","2437","109","37","22","7","8","4","188","22132"
"2013","70007","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A66","TA","446150","518380","A1130","end of non-DBFO","1.00",".62000000000000000","0","237","57991","340","7617","778","210","159","76","562","602","2389","68573"
"2013","70041","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A1290","PA","438500","558350","A1231","A1018","1.50",".93000000000000000","33","58","8374","51","1372","108","20","31","6","17","12","194","10048"
"2013","70048","Estimated","Estimated using previous year's AADF on this link","North East","Middlesbrough","A66","TA","447000","518750","end of DBFO","A19",".70",".43000000000000000","0","237","57991","340","7617","778","210","159","76","562","602","2389","68573"
"2013","70349","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A6115","PA","424270","563825","A186/A189","A189/A186/A695",".10",".06000000000000000","90","111","10185","1680","1363","199","24","19","4","7","10","262","13601"
"2013","70350","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A695","PA","424150","563500","A189","A189",".20",".12000000000000000","83","61","6755","251","1521","66","62","18","4","3","7","159","8746"
"2013","70351","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A695","PA","424300","563530","A189","A189",".50",".31000000000000000","52","85","11071","383","2784","312","82","69","1","6","39","508","14832"
"2013","70352","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A695","PA","424300","563750","A186/A696","A695",".20",".12000000000000000","52","85","11071","383","2784","312","82","69","1","6","39","508","14832"
"2013","70353","Estimated","Estimated from nearby links","North East","Newcastle upon Tyne","A167M","PM","425160","564060","A167(M)","A167(M)",".20",".12000000000000000","0","288","38628","754","5419","564","98","59","28","38","123","910","45999"
